x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.8268955945968628,0.777180552482605,2.4149551336449804e-07,0.7788521647453308,0.7330328226089478,-0.01779138296842575,0.7498444318771362,0.6543937921524048,-0.02425875887274742,0.7379680871963501,0.5781096816062927,-0.029788298532366753,0.7307093143463135,0.5115146040916443,-0.03380793705582619,0.7849006056785583,0.5426109433174133,-0.0004899673513136804,0.7831695079803467,0.45153364539146423,-0.011359342373907566,0.783334493637085,0.39875495433807373,-0.02288627065718174,0.7848376035690308,0.3507657051086426,-0.0316278412938118,0.8115933537483215,0.5372685790061951,-0.0012265053810551763,0.8075338006019592,0.44012194871902466,-0.008071844466030598,0.805278480052948,0.38087785243988037,-0.01609892211854458,0.8031546473503113,0.3307618498802185,-0.02259610965847969,0.836237370967865,0.5498606562614441,-0.006017681211233139,0.8325148820877075,0.458457887172699,-0.013575075194239616,0.8284120559692383,0.40237370133399963,-0.018080437555909157,0.8237408995628357,0.3525950610637665,-0.02210099622607231,0.8635752201080322,0.5766288638114929,-0.013488593511283398,0.863618016242981,0.5063061118125916,-0.021554164588451385,0.8596616387367249,0.4635489881038666,-0.024070657789707184,0.8538853526115417,0.424508661031723,-0.025775831192731857,Hello!
0.8272666335105896,0.776092529296875,2.3782884284173633e-07,0.7792522311210632,0.731102466583252,-0.01729205809533596,0.7504256963729858,0.6525759100914001,-0.023788990452885628,0.7386117577552795,0.576012909412384,-0.029519567266106606,0.7311110496520996,0.5092191696166992,-0.03385051712393761,0.7855781316757202,0.5423099994659424,-0.0005774134770035744,0.7840858101844788,0.4502556622028351,-0.011935349553823471,0.7844812870025635,0.39693373441696167,-0.023686911910772324,0.786255955696106,0.3485318124294281,-0.032526370137929916,0.8123883605003357,0.5371383428573608,-0.001682584872469306,0.8085375428199768,0.43925902247428894,-0.009041777811944485,0.8065963387489319,0.3797936737537384,-0.017347857356071472,0.8046852946281433,0.3291011452674866,-0.023999234661459923,0.8371965289115906,0.5495764017105103,-0.006782492157071829,0.83344566822052,0.45753049850463867,-0.014688265509903431,0.8294286131858826,0.4009247422218323,-0.019336232915520668,0.8248299956321716,0.35042232275009155,-0.023415233939886093,0.8645725250244141,0.5762954950332642,-0.014500970020890236,0.8642971515655518,0.5056082606315613,-0.02279391884803772,0.860240638256073,0.4621729850769043,-0.025420572608709335,0.8543660044670105,0.4223111569881439,-0.02718331851065159,Hello!
0.827265739440918,0.7759032845497131,2.3984495101103676e-07,0.7789742946624756,0.7302924990653992,-0.01741761714220047,0.7502689361572266,0.6519286632537842,-0.02396254427731037,0.7387366890907288,0.5756407380104065,-0.02972313202917576,0.731170654296875,0.5091560482978821,-0.034097179770469666,0.7857181429862976,0.5422863960266113,-0.0007101747905835509,0.7843917012214661,0.4501824975013733,-0.012153392657637596,0.7847723960876465,0.39675989747047424,-0.023957230150699615,0.7864425182342529,0.3482564389705658,-0.032796550542116165,0.8125029802322388,0.5372143387794495,-0.001793798990547657,0.8088239431381226,0.4393555223941803,-0.009278460405766964,0.8068521618843079,0.3797726035118103,-0.01768552139401436,0.8049252033233643,0.32885807752609253,-0.024385903030633926,0.8371712565422058,0.5496556758880615,-0.006882343906909227,0.8336884379386902,0.457617849111557,-0.014888581819832325,0.8297011852264404,0.40091341733932495,-0.019634904339909554,0.8251473307609558,0.35037049651145935,-0.02374577522277832,0.864393949508667,0.5763063430786133,-0.014597978442907333,0.8642742037773132,0.5054131746292114,-0.022952912375330925,0.8602455258369446,0.46177348494529724,-0.025606676936149597,0.8544026017189026,0.42180830240249634,-0.02736040949821472,Hello!
0.827489972114563,0.7755539417266846,2.398187177732325e-07,0.7791948914527893,0.7301082611083984,-0.01735246181488037,0.7505526542663574,0.6518979668617249,-0.023787900805473328,0.7389121651649475,0.5756765007972717,-0.02946815825998783,0.731432318687439,0.5091999173164368,-0.033764034509658813,0.785853385925293,0.5420414209365845,-0.0001421815832145512,0.7845026850700378,0.45006996393203735,-0.0113559290766716,0.7848994731903076,0.3967415392398834,-0.02310958132147789,0.7866401076316833,0.3482387363910675,-0.03196678310632706,0.8127018809318542,0.5369502902030945,-0.0012226715916767716,0.8089134693145752,0.4390679895877838,-0.008509577251970768,0.8068901896476746,0.3795391619205475,-0.016964176669716835,0.8049968481063843,0.3286408483982086,-0.023733260110020638,0.8373733758926392,0.5495243668556213,-0.006323140114545822,0.8337683081626892,0.45739075541496277,-0.014218318276107311,0.8296962976455688,0.40060514211654663,-0.019008610397577286,0.8251739740371704,0.34988394379615784,-0.023187818005681038,0.8646630048751831,0.5763077735900879,-0.014046945609152317,0.8644996285438538,0.5053870677947998,-0.022315852344036102,0.8604928851127625,0.46193206310272217,-0.02493348717689514,0.8547162413597107,0.4220038652420044,-0.026691995561122894,Hello!
0.828119158744812,0.7756701707839966,2.431704331229412e-07,0.7794039845466614,0.7312772274017334,-0.017945418134331703,0.7509291768074036,0.6527994871139526,-0.024405576288700104,0.7391018271446228,0.576290488243103,-0.029966657981276512,0.7317613959312439,0.5096048712730408,-0.034102339297533035,0.7861538529396057,0.5430943965911865,-0.00030334587791003287,0.7848893404006958,0.45137619972229004,-0.011443191207945347,0.7853179574012756,0.3978668749332428,-0.023216163739562035,0.7871447205543518,0.34927743673324585,-0.03208989277482033,0.8131256699562073,0.537869930267334,-0.0009667802369222045,0.8093991875648499,0.4401114583015442,-0.008037236519157887,0.807438850402832,0.38036999106407166,-0.016361285001039505,0.8055915236473083,0.3293459117412567,-0.02307959645986557,0.8377163410186768,0.5502851009368896,-0.005726182367652655,0.8341864347457886,0.458413302898407,-0.013429985381662846,0.8301251530647278,0.40146952867507935,-0.018152737990021706,0.8256780505180359,0.3505757749080658,-0.02232806198298931,0.8649356365203857,0.5766410231590271,-0.013182608410716057,0.8647403120994568,0.5060723423957825,-0.021352695301175117,0.8605137467384338,0.46268558502197266,-0.02399359457194805,0.854605495929718,0.4226478636264801,-0.02579803764820099,Hello!
0.8717514276504517,0.5407740473747253,2.801112088945956e-07,0.8338882923126221,0.5079247951507568,-0.019193554297089577,0.802555501461029,0.45495298504829407,-0.026567529886960983,0.78535395860672,0.39952951669692993,-0.03186500817537308,0.7739311456680298,0.3518171012401581,-0.03540613129734993,0.8271691203117371,0.3652487099170685,-0.0065534538589417934,0.8224048018455505,0.2883680760860443,-0.016583191230893135,0.8231233954429626,0.24327702820301056,-0.026177866384387016,0.8250262141227722,0.20484814047813416,-0.03244250640273094,0.8462709784507751,0.3597257137298584,-0.003501555882394314,0.8410884737968445,0.28026989102363586,-0.00908358208835125,0.8400508761405945,0.23329836130142212,-0.014556829817593098,0.8399916887283325,0.19442234933376312,-0.018431417644023895,0.864856481552124,0.3665415942668915,-0.0038120022509247065,0.8595731258392334,0.2947064936161041,-0.008954284712672234,0.856450617313385,0.25138604640960693,-0.011093853041529655,0.8546651601791382,0.21530191600322723,-0.012581691145896912,0.8857672214508057,0.38417500257492065,-0.006664932239800692,0.8830830454826355,0.3306151032447815,-0.010611960664391518,0.8802047967910767,0.2983238101005554,-0.01053379662334919,0.8777961134910583,0.2707709074020386,-0.009981240145862103,Hello!
0.3277917504310608,0.5642421245574951,1.9822952879167133e-07,0.28721994161605835,0.5301554799079895,-0.012558134272694588,0.26194125413894653,0.4632425010204315,-0.018977569416165352,0.2438073754310608,0.407214879989624,-0.025379562750458717,0.22152459621429443,0.3669675886631012,-0.031846363097429276,0.2982065677642822,0.3494681417942047,-0.005963342264294624,0.29528555274009705,0.2656782567501068,-0.01633082702755928,0.2888511121273041,0.21391844749450684,-0.026648901402950287,0.2820442318916321,0.16985273361206055,-0.03474927693605423,0.31995871663093567,0.3444724678993225,-0.009838605299592018,0.32112693786621094,0.2549099028110504,-0.018394075334072113,0.31777212023735046,0.19734402000904083,-0.028011759743094444,0.3131098449230194,0.14919635653495789,-0.03569158539175987,0.34059157967567444,0.3548964262008667,-0.016186943277716637,0.3483465909957886,0.2722031772136688,-0.025284113362431526,0.35126975178718567,0.217875674366951,-0.03252274915575981,0.35136663913726807,0.16953544318675995,-0.038388513028621674,0.36004015803337097,0.37832215428352356,-0.024217456579208374,0.3721684217453003,0.3147352337837219,-0.03235618397593498,0.3789767324924469,0.2710072100162506,-0.03595609590411186,0.38329198956489563,0.22999919950962067,-0.038824308663606644,Hello!
0.8441365957260132,0.995668888092041,2.47687609089553e-07,0.801879346370697,0.9660470485687256,-0.017240887507796288,0.7706223130226135,0.9010996222496033,-0.023324493318796158,0.7563342452049255,0.8350146412849426,-0.028080539777874947,0.7507194876670837,0.7770242691040039,-0.030920332297682762,0.791637122631073,0.7966535091400146,0.0007757205748930573,0.7865689396858215,0.7163956761360168,-0.008256395347416401,0.7857682108879089,0.6698504090309143,-0.018540088087320328,0.7861514687538147,0.6285223364830017,-0.026242928579449654,0.814253568649292,0.7888340353965759,0.0013127728598192334,0.8070545792579651,0.7039816975593567,-0.003766417969018221,0.8034440279006958,0.653872013092041,-0.011000840924680233,0.8004769682884216,0.6100700497627258,-0.016879167407751083,0.8349127173423767,0.7964739799499512,-0.0018560226308181882,0.8283407688140869,0.7177340388298035,-0.006425040774047375,0.8238162994384766,0.669901967048645,-0.008976981975138187,0.8205211162567139,0.6275849938392639,-0.011808251962065697,0.8588326573371887,0.8154892921447754,-0.007734097074717283,0.8533729314804077,0.7549226880073547,-0.011654493398964405,0.8484958410263062,0.7175596952438354,-0.011636077426373959,0.8443948030471802,0.6831758618354797,-0.011865069158375263,Hello!
0.6780201196670532,0.3970900774002075,1.8065267681777186e-07,0.6459591388702393,0.3749665319919586,-0.01396922953426838,0.6241902112960815,0.3284122347831726,-0.02000178024172783,0.6148043274879456,0.2801305055618286,-0.024860059842467308,0.6060166954994202,0.23919939994812012,-0.02901972085237503,0.6470145583152771,0.24881218373775482,-0.007566909771412611,0.6450406908988953,0.18850067257881165,-0.016771111637353897,0.6446248888969421,0.1519668996334076,-0.025346681475639343,0.6450733542442322,0.11927752941846848,-0.031658921390771866,0.6645231246948242,0.24252793192863464,-0.007753652520477772,0.6622523069381714,0.17730654776096344,-0.014509415253996849,0.6611343026161194,0.13701139390468597,-0.020949047058820724,0.6606101393699646,0.10266164690256119,-0.026016715914011,0.6807706356048584,0.24837149679660797,-0.010351106524467468,0.6791940331459045,0.18826144933700562,-0.017027614638209343,0.6778258681297302,0.14960935711860657,-0.02121576853096485,0.6761396527290344,0.1151040568947792,-0.024714713916182518,0.6984724998474121,0.263993501663208,-0.014717611484229565,0.6996722221374512,0.21825912594795227,-0.0212712399661541,0.6984454393386841,0.18889014422893524,-0.02379223145544529,0.6959123611450195,0.16214540600776672,-0.02555120177567005,Hello!
0.9166495203971863,0.8732107281684875,2.3369672419448762e-07,0.8790199160575867,0.832356333732605,-0.017065269872546196,0.8520240187644958,0.7744835019111633,-0.02346661500632763,0.8375679850578308,0.7179277539253235,-0.028314577415585518,0.825930118560791,0.6698391437530518,-0.03177618235349655,0.8808237910270691,0.6870741248130798,-0.002821310656145215,0.8764888644218445,0.6152551770210266,-0.01220658142119646,0.8773651123046875,0.5741854310035706,-0.022041436284780502,0.8798556923866272,0.5363759398460388,-0.02949180081486702,0.9023988246917725,0.683445155620575,-0.001856136485002935,0.8987367749214172,0.6068670153617859,-0.00846892036497593,0.898769736289978,0.5615459680557251,-0.01602177880704403,0.8990254402160645,0.5219295024871826,-0.02201850153505802,0.9228288531303406,0.6949971318244934,-0.004322644788771868,0.9210747480392456,0.6233740448951721,-0.012364457361400127,0.9201738238334656,0.5799372792243958,-0.017739862203598022,0.918646514415741,0.5415117144584656,-0.021740276366472244,0.9456920027732849,0.7178623676300049,-0.008867419324815273,0.9497796893119812,0.6634288430213928,-0.016688691452145576,0.9499608278274536,0.6294581890106201,-0.019903630018234253,0.9486428499221802,0.5965837836265564,-0.02202426828444004,Hello!
